"pl_name","pl_orbper","pl_rade","pl_bmasse","pl_insol","pl_eqt","st_teff","st_mass"
"HD 204313 c",34.905,NA,17.6,NA,NA,5776,1.02
"HD 204313 c",34.95875432,NA,17.20043,NA,NA,NA,1.03
"HD 204313 e",7325.64666214,NA,4841.00771,NA,NA,NA,1.03
"HD 204941 b",1733,NA,73.1009,NA,NA,5026,0.58
"HD 204941 b",1733,NA,84.5392,NA,NA,5056,0.74
"HD 205158 b",25.33798092,NA,123.42834,NA,NA,NA,1.16
"HD 205739 b",279.8,NA,435.41,NA,NA,6176,1.22
"HD 206255 b",96.045,NA,34.2,NA,NA,5635,1.42
"HD 206610 b",610,NA,699.197,NA,NA,4874,1.56
"HD 206610 b",673.2,NA,647.10188,NA,NA,4842,1.55
"HD 206610 b",610,NA,813.6448,NA,NA,4890,1.93
"HD 206893 b",10600,NA,8263.53858,NA,1500,6500,1.31
"HD 20781 b",5.3135,NA,1.93,NA,NA,5256,0.7
"HD 20781 c",13.8905,NA,5.33,NA,NA,5256,0.7
"HD 20781 d",29.158,NA,10.61,NA,NA,5256,0.7
"HD 20781 e",85.5073,NA,14.03,NA,NA,5256,0.7
"HD 20782 b",577.9,NA,232.01,NA,NA,5782.13,1.04
"HD 20782 b",585.86,NA,572.07,NA,NA,5758,1
"HD 20782 b",597.0643,NA,472.83,NA,NA,5782.13,1.04
"HD 20782 b",597.065,NA,454.4969,NA,NA,5798,1.02
"HD 20782 b",591.90002,NA,619.7685,NA,NA,5790,1.07
"HD 207832 b",161.97,NA,190.698,NA,NA,5761,1.02
"HD 207832 b",161.97,NA,177.9848,NA,NA,5710,0.94
"HD 207832 b",160.07,NA,177.9848,NA,NA,5726,1.05
"HD 207832 c",1155.7,NA,232.0159,NA,NA,5710,0.94
"HD 207897 b",16.2016938,2.45,NA,27.03,635,5071,NA
"HD 207897 b",16.202159,2.501,14.4,26.5,632,5070,0.8
"HD 20794 b",18.33,NA,2.82,NA,NA,NA,0.81
"HD 20794 b",18.315,NA,2.7,NA,660,5401,0.7
"HD 20794 c",40.114,NA,2.4,NA,508,5401,0.7
"HD 20794 c",43.17,NA,2.52,NA,NA,NA,0.81
"HD 20794 d",90.309,NA,4.8,NA,388,5401,0.7
"HD 20794 d",88.9,NA,3.52,NA,NA,NA,0.81
"HD 20794 e",147.02,NA,4.77,NA,NA,NA,0.81
"HD 208487 b",130.08,NA,165.265,NA,NA,6067,1.13
"HD 208487 b",129.97,NA,152.55,NA,NA,NA,1.05
"HD 208487 b",130,NA,143.02,NA,NA,5929,0.95
"HD 208527 b",875.5,NA,3146.4,NA,NA,4035,1.6
"HD 20868 b",380.85,NA,632.46,NA,NA,4795,0.78
"HD 20868 b",380.85001,NA,397.2875,NA,NA,4802,0.39
"HD 208897 b",352.7,NA,444.962,NA,NA,4860,1.25
"HD 209458 b",3.5,15.7,219.29,NA,1450,NA,NA
"HD 209458 b",3.52,15.244,219.3027,NA,1450,6052,1.13
"HD 209458 b",3.52474859,15.468,226.93062,NA,1459,6117,1.15
"HD 209458 b",3.52474859,14.796,NA,NA,NA,NA,1.1
"HD 209458 b",3.5246,NA,222.154,NA,NA,NA,NA
"HD 209458 b",3.524746,15.233,217.704,NA,1449,6065,1.12
"HD 209458 b",3.52476,NA,211.35589,NA,NA,6026.35,1.07
"HD 209458 b",3.52474859,15.233,216.76006,NA,NA,6065,1.12
"HD 209458 b",NA,NA,NA,NA,1448,6052,1.13
"HD 209458 b",NA,15.805,235.1942,NA,NA,6071,1.26
"HD 209458 b",3.525,14.24,200.22,NA,NA,6000,1.1
"HD 209458 b",3.5239,15.92,197.05,NA,NA,6025,1.03
"HD 209458 b",NA,15.099,NA,NA,NA,NA,NA
"HD 209458 b",3.52475,NA,NA,NA,1484,6052,1.13
"HD 209458 b",NA,16.264,203.4,NA,NA,6092,1
"HD 209458 b",3.5247499,NA,NA,NA,NA,6065,1.12
"HD 209458 b",NA,15.917,217.71355,NA,NA,5998,1.06
"HD 209458 b",3.52474859,15.581,232.0159,NA,NA,6091,1.23
"HD 209458 b",NA,NA,NA,NA,NA,NA,NA
"HD 210193 b",649.918,NA,153.1,NA,NA,5790,1.04
"HD 210277 b",437,NA,406.81,NA,NA,5570,0.92
"HD 210277 b",442.19,NA,410.0007,NA,NA,5538,1.01
"HD 210277 b",442.19,NA,409.98,NA,NA,5555,1.01
"HD 210277 b",442.943,NA,392.83591,NA,NA,5505.83,0.96
"HD 210277 b",442.1,NA,390.91,NA,NA,5532,0.92
"HD 210702 b",354.1,NA,574.63664,NA,NA,4951,1.61
"HD 210702 b",354.29,NA,626.1251,NA,NA,NA,1.85
"HD 210702 b",354.8,NA,603.877,NA,NA,4967,1.68
"HD 211403 b",223.8,NA,1760.76937,3.44,380,6273,1.2
"HD 211810 b",1558,NA,212.9461,NA,NA,5652,1.03
"HD 211970 b",25.201,NA,13,NA,NA,4127,0.61
"HD 212301 b",2.245715,NA,143.017,NA,NA,6256,1.27
"HD 212301 b",2.24571,NA,162.0933,NA,NA,6239,1.55
"HD 212771 b",373.3,NA,730.978,NA,NA,5121,1.15
"HD 212771 b",380.7,NA,759.6137,NA,NA,5003,1.56
"HD 212771 b",373.29999,NA,1172.7927,NA,NA,5069,2.41
"HD 213240 b",882.70001,NA,1773.4914,NA,NA,5979,1.57
"HD 213240 b",951,NA,1430.235,NA,NA,5975,1.22
"HD 213472 b",17000,NA,1112.39942,NA,NA,5729.54,1.05
"HD 213519 b",11.12214173,NA,9.51349,NA,NA,NA,1.05
"HD 213885 b",1.00822656,1.613,NA,3253.81,1926,5795.29,NA
"HD 213885 b",1.008035,1.745,8.83,NA,2128,5978,1.07
"HD 213885 c",4.78503,NA,19.95,NA,1265,5978,1.07
"HD 21411 b",84.288,NA,65.9,NA,NA,5605,0.89
"HD 214823 b",1877,NA,6102.336,NA,NA,6215,1.22
"HD 214823 b",1854.4,NA,6451.949,NA,NA,5933,1.31
"HD 214823 b",1854.84423702,NA,6229.26362,NA,NA,NA,1.11
"HD 215152 b",5.75999,NA,1.819,NA,NA,4935,0.77
"HD 215152 c",7.28243,NA,1.72,NA,NA,4935,0.77
"HD 215152 d",10.86499,NA,2.801,NA,NA,4935,0.77
"HD 215152 e",25.1967,NA,2.877,NA,NA,4935,0.77
"HD 215497 b",3.93404,NA,6.6,NA,NA,5113,0.87
"HD 215497 b",3.93404,NA,6.3566,NA,NA,5110,0.67
"HD 215497 c",567.94,NA,104.3,NA,NA,5113,0.87
"HD 216435 b",1311,NA,400.4,NA,NA,5999,1.3
"HD 216435 b",1391,NA,400.45,NA,NA,5943,1.25
"HD 216437 b",1334.28,NA,706.53609,NA,NA,5909,1.17
"HD 216437 b",1256,NA,578.4506,NA,NA,5887,1.06
"HD 216437 b",1294,NA,667.443,NA,NA,NA,1.15
"HD 216520 b",35.466,NA,10.36121,NA,NA,5160.01,0.79
"HD 216520 b",35.45,NA,10.26,NA,NA,5103,0.82
"HD 216520 c",154.43,NA,9.44,NA,NA,5103,0.82
"HD 216536 b",148.6,NA,467.19,NA,NA,4639,1.36
"HD 216536 b",148.60001,NA,333.7215,NA,NA,4639,0.81
"HD 216770 b",118.45,NA,181.1631,NA,NA,5399,0.74
"HD 216770 b",118.45,NA,206.5895,NA,NA,NA,0.9
"HD 21693 b",22.6786,NA,8.23,NA,NA,5430,0.8
"HD 21693 c",53.7357,NA,17.37,NA,NA,5430,0.8
"HD 217107 b",7.126846,NA,449.2338,NA,NA,5575,0.98
"HD 217107 b",7.126816,NA,441.77,NA,NA,5575,0.98
"HD 217107 b",7.1269,NA,435.41,NA,NA,NA,1.05
"HD 217107 b",7.12689,NA,422.7,NA,NA,5646,1.02
"HD 217107 b",7.12682,NA,413.179,NA,NA,5622,1
"HD 217107 b",7.1268744,NA,440.19234,NA,NA,5606.83,1.06
"HD 217107 c",5189,NA,1434.306,NA,NA,5575,0.98
"HD 217107 c",5178,NA,1423.8784,NA,NA,NA,1.11
"HD 217107 c",4270,NA,826.32,NA,NA,5575,0.98
"HD 217107 c",5141,NA,1369.84043,NA,NA,5606.83,1.06
"HD 217107 c",3150,NA,667.4,NA,NA,NA,1.05
"HD 217107 c",3352,NA,794.54,NA,NA,5646,1.02
"HD 21749 c",7.78972448,1,NA,42.63,652,4628.53,NA
"HD 21749 c",7.78993,0.892,3.7,NA,701,4640,0.73
"HD 217786 b",1301.36009179,NA,4402.88762,NA,NA,NA,1.14
"HD 217786 b",1319,NA,4131.62,NA,NA,5966,1.02
"HD 217786 c",2.52220686,NA,7.35886,NA,NA,NA,1.14
"HD 217850 b",3501.3,NA,6865.128,NA,NA,5544,1.03
"HD 217958 b",2560.19774386,NA,188.02679,NA,NA,NA,1.08
"HD 218566 b",225.7,NA,63.566,NA,NA,4730,0.76
"HD 218566 b",225.17,NA,62.93002,NA,NA,4942.85,0.86
"HD 218566 b",225.7,NA,66.7415,NA,NA,4820,0.85
"HD 219077 b",5501,NA,3302.11,NA,NA,5362,1.05
"HD 219077 b",5513,NA,4258.922,NA,NA,5364,1.51
"HD 219077 b",5478.68860928,NA,3099.7758,NA,NA,NA,0.92
"HD 219134 b",3.092926,1.602,4.74,176.2,1015,4699,0.81
"HD 219134 b",3.092947,NA,4.13177,NA,NA,4817.14,0.79
"HD 219134 b",3.0931,NA,3.81396,NA,NA,4913,0.79
"HD 219134 b",3.0935,1.606,4.33612,NA,NA,4699,0.78
"HD 219134 b",3.09292708,1.211,NA,192.93,951,4884.29,NA
"HD 219134 c",6.76458,1.511,4.36,62.1,782,4699,0.81
"HD 219134 c",6.767,NA,2.78,NA,NA,4699,0.78
"HD 219134 c",6.76406,NA,3.55968,NA,NA,4817.14,0.79
"HD 219134 c",6.7635,NA,3.49613,NA,NA,4913,0.79
"HD 219134 c",6.76508437,1.292,NA,67.95,732,4884.29,NA
"HD 219134 d",46.734,NA,16.39995,NA,NA,4817.14,0.79
"HD 219134 d",46.66,NA,8.94,NA,NA,4699,0.78
"HD 219134 d",46.859,1.61,16.17,4.72,410,4699,0.81
"HD 219134 d",46.71,NA,21.29461,NA,NA,4913,0.79
"HD 219134 f",22.717,1.31,7.3,12.38,523,4699,0.81
"HD 219134 f",22.805,NA,8.89924,NA,NA,4913,0.79
"HD 219134 f",22.7945,NA,7.72323,NA,NA,4817.14,0.79
"HD 219134 g",94.2,NA,10.80622,NA,NA,4913,0.79
"HD 219134 h",1842,NA,71,NA,NA,4699,0.78
"HD 219134 h",2104,NA,97.89115,NA,NA,4817.14,0.79
"HD 219134 h",2146,NA,76.2792,NA,NA,NA,0.79
"HD 219134 h",2247,NA,108.0622,NA,NA,4913,0.79
"HD 219139 b",275.5,NA,247.90616,NA,NA,4831,1.46
"HD 219415 b",2093.3,NA,317.83,NA,NA,4820,1
"HD 219666 b",6.03445688,4.764,NA,224.02,957,5586,NA
"HD 219666 b",6.035797,NA,NA,NA,NA,5527,0.92
"HD 219666 b",6.03607,4.71,16.6,NA,1073,5527,0.92
"HD 219828 b",3.8335,NA,19.0698,NA,NA,5869,1.31
"HD 219828 b",3.834887,NA,21,NA,NA,5891,1.23
"HD 219828 b",3.8335,NA,19.8,NA,NA,5891,1.24
"HD 219828 b",3.83492,NA,20.97678,NA,NA,5807,1.18
"HD 219828 b",3.83482856,NA,18.94937,NA,NA,NA,1.04
"HD 219828 c",4682,NA,4640.318,NA,NA,5807,1.18
"HD 219828 c",4789.87297306,NA,5406.99115,NA,NA,NA,1.04
"HD 219828 c",4791,NA,4799.233,NA,NA,5891,1.23
"HD 220074 b",672.1,NA,3527.8,NA,NA,3935,1.2
"HD 220074 b",672.09998,NA,5288.6912,NA,NA,3787,2.2
"HD 220197 b",1728,NA,63.566,NA,NA,5683,0.91
"HD 220689 b",2209,NA,336.89,NA,NA,5921,1.04
"HD 220689 b",2266.4,NA,355.33394,NA,NA,5921,1.02
"HD 220773 b",3724.7,NA,460.8,NA,NA,5940,1.16
"HD 220842 b",218.47,NA,1010.6994,NA,NA,5960,1.13
"HD 221287 b",456.1,NA,982.05,NA,NA,6304,1.25
"HD 221416 b",14.2767,9.17,60.5,NA,NA,5080,1.21
"HD 221416 b",14.278122,8.357,NA,91.65,789,5105,NA
"HD 221416 b",14.2769,NA,NA,NA,NA,5080,1.21
"HD 221420 b",10090,NA,7278.27052,NA,NA,5847,1.35
"HD 221420 b",22482,NA,3082.951,NA,NA,5830,1.67
"HD 221420 b",8615.41549088,NA,6363.40183,NA,NA,NA,1.06
"HD 221420 b",10120,NA,6547.26518,NA,NA,NA,1.28
"HD 221585 b",1173,NA,511.7063,NA,NA,5620,1.19
"HD 222076 b",871,NA,495.8148,NA,NA,4806,1.07
"HD 222155 b",3999,NA,603.85,NA,NA,5765,1.13
"HD 222155 b",3999,NA,673.7996,NA,NA,5701,1.21
"HD 222582 b",572.38,NA,2463.1,NA,NA,5727,0.99
"HD 222582 b",572.38,NA,2660.2371,NA,NA,5790,1.12
"HD 222582 b",575.9,NA,1681.25,NA,NA,NA,1
"HD 222582 b",572.537,NA,2504.48785,NA,NA,5746.66,0.97
"HD 224538 b",1202.05198926,NA,2234.17873,NA,NA,NA,1.23
"HD 224538 b",1189.1,NA,1897.4451,NA,NA,6097,1.34
"HD 224693 b",26.6904,NA,222.481,NA,NA,5894,1.31
"HD 224693 b",26.73,NA,225.65,NA,NA,6037,1.33
"HD 22496 b",5.09071,NA,5.57,26,573,4385,0.68
"HD 22532 b",872.6,NA,673.79622,NA,NA,5038,1.57
"HD 22781 b",528.07,NA,4338.2,NA,NA,5027,0.75
"HD 23079 b",626,NA,794.5,NA,NA,NA,1.1
"HD 23079 b",730.59998,NA,829.5363,NA,NA,5974,1.12
"HD 23079 b",730.6,NA,778.7,NA,NA,5927,1.01
"HD 23127 b",1214,NA,476.7,NA,NA,NA,1.13
"HD 23127 b",1211.17,NA,485.32641,NA,NA,5843,1.21
"HD 23127 b",1214,NA,521.2412,NA,NA,5773,1.42
"HD 231701 b",141.60001,NA,416.3573,NA,NA,6167,1.52
"HD 231701 b",141.6,NA,343.24,NA,NA,6208,1.14
"HD 231701 b",141.63,NA,359.1479,NA,NA,6101,1.21
"HD 233604 b",192,NA,2089.644,NA,NA,4791,1.5
"HD 233832 b",2058,NA,565.7374,NA,NA,4981,0.71
"HD 233832 b",4047,NA,864.4976,NA,NA,4971.74,0.82
"HD 23472 b",17.66713309,2.235,NA,15.37,505,4813,NA
"HD 23472 b",17.667087,2,8.32,16,543,4684,0.67
"HD 23472 b",17.667,1.872,17.92,NA,NA,NA,0.75
"HD 23472 c",29.79749,1.87,3.41,7.96,467,4684,0.67
"HD 23472 c",29.79762049,1.677,NA,7.66,424,4813,NA
"HD 23472 c",29.625,2.149,17.18,NA,NA,NA,0.75
"HD 23472 d",3.97666395,0.807,NA,112.27,830,4813,NA
"HD 23472 d",3.97664,0.75,0.55,117,909,4684,0.67
"HD 23472 e",7.90754,0.818,0.72,46.7,723,4684,0.67
"HD 23472 e",7.90767225,0.928,NA,44.9,660,4813,NA
"HD 23472 f",12.1621839,1.137,0.77,26.3,630,4684,0.67
"HD 23472 f",12.16221717,1.177,NA,25.29,572,4813,NA
"HD 23596 b",1561,NA,2870.0049,NA,NA,6040,1.47
"HD 23596 b",1565,NA,2574.423,NA,NA,5982,1.1
"HD 23596 b",1561,NA,2450.37,NA,NA,5904,1.16
"HD 23596 b",1535.11912389,NA,3674.938,NA,NA,NA,1.1
"HD 238090 b",13.671,NA,6.89,8.1,470,3933,0.58
"HD 238914 b",4100,NA,1906.98,NA,NA,4769,1.47
"HD 240210 b",501.75,NA,1655.82,NA,NA,4297,0.82
"HD 240237 b",745.7,NA,1684.4,NA,NA,4361,1.69
"HD 240237 b",745.70001,NA,5050.3187,NA,NA,3926,8.76
"HD 24040 b",3668,NA,1226.8238,NA,NA,5802,1.11
"HD 24040 b",3490,NA,1303.05,NA,NA,5761,1.03
"HD 24040 b",3552,NA,1287.20505,NA,NA,5776.49,1.1
"HD 24040 b",3498,NA,1296.7464,NA,NA,NA,1.18
"HD 24040 b",3668,NA,1274.44,NA,NA,NA,1.18
"HD 24040 c",515.4,NA,63.88351,NA,NA,5776.49,1.1
"HD 24064 b",535.59998,NA,4096.8287,NA,NA,4052,1.61
"HD 24064 b",535.6,NA,2987.602,NA,NA,4052.5,1
"HD 24085 b",2.0455,NA,11.8,NA,NA,6034,1.22
"HD 25015 b",6019.32,NA,1423.8784,NA,NA,5160,0.86
"HD 25015 b",6134.4269993,NA,2866.32778,NA,NA,NA,0.86
"HD 25171 b",1802.29,NA,290.81445,NA,NA,6125,1.08
"HD 25171 b",1845,NA,301.926,NA,NA,6160,1.09
"HD 25723 b",457.01,NA,794.57102,NA,NA,4766,2.12
"HD 25912 b",41.83156448,NA,38.02619,NA,NA,NA,1.08
"HD 25912 c",26308.65618751,NA,5253.17758,NA,NA,NA,1.08
"HD 260655 b",2.7695085,1.473,NA,175.61,1014,3807,NA
"HD 260655 b",2.76953,1.24,2.14,42.2,709,3803,0.44
"HD 260655 c",5.7057959,3.58,NA,30.19,653,3807,NA
"HD 260655 c",5.70588,1.533,3.09,16.1,557,3803,0.44
"HD 26161 b",32000,NA,4290.68349,NA,NA,6057.62,1.13
"HD 2638 b",3.4442,NA,152.55,NA,NA,5192,0.93
"HD 2638 b",3.4442,NA,133.4886,NA,NA,5186,0.77
"HD 2638 b",3.458,NA,158.9142,NA,NA,NA,0.92
"HD 2685 b",4.12691,16.98,NA,1451.24,1719,6888,NA
"HD 2685 b",4.1269047,NA,NA,NA,NA,6801,1.43
"HD 2685 b",4.12688,16.141,371.8611,NA,2061,6801,1.43
"HD 26965 b",42.378,NA,8.47,NA,NA,5072,0.78
"HD 27442 b",415.2,NA,429.0705,NA,NA,NA,1.2
"HD 27442 b",428.1,NA,495.8,NA,NA,4846,1.23
"HD 27631 b",2198.14,NA,474.83802,NA,NA,5737,0.94
"HD 27631 b",2208,NA,460.83,NA,NA,5737,0.94
"HD 27894 b",17.991,NA,197.05,NA,NA,4875,0.8
"HD 27894 b",18.01938802,NA,196.85951,NA,NA,NA,0.81
"HD 27894 b",18.02,NA,211.35695,NA,NA,NA,0.8
"HD 27894 b",17.9904,NA,205,NA,NA,NA,NA
"HD 27894 c",36.07,NA,51.48846,NA,NA,NA,0.8
"HD 27894 d",5019.54243994,NA,2155.40718,NA,NA,NA,0.81
"HD 27894 d",5174,NA,1721.04945,NA,NA,NA,0.8
"HD 27969 b",654.5,NA,1525.57635,0.76,261,5966,1.16
"HD 28109 b",22.89108655,2.537,NA,98.75,804,6321,NA
"HD 28109 b",22.89104,2.199,18.496,NA,881,6120,1.26
"HD 28109 c",56.00819,4.23,7.943,NA,585,6120,1.26
"HD 28109 c",56.00654985,4.351,NA,29.95,597,6321,NA
"HD 28109 d",84.25909262,3.002,NA,17.37,521,6321,NA
"HD 28109 d",84.25999,3.25,5.681,NA,506,6120,1.26
"HD 28185 b",385.52775151,NA,1853.51476,NA,NA,NA,0.99
"HD 28185 b",379,NA,1875.197,NA,NA,5662,1.02
"HD 28185 b",379,NA,2129.461,NA,NA,NA,1.24
"HD 28185 b",385.9,NA,1776.59,NA,NA,5546,0.98
"HD 28185 b",385.54,NA,1919.68358,NA,NA,5622,1.02
"HD 28185 b",383,NA,1811.631,NA,NA,5705,0.99
"HD 28185 c",17417.92078705,NA,6224.47064,NA,NA,NA,0.99
"HD 28192 b",14.23283446,NA,98.81588,NA,NA,NA,1.08
"HD 28254 b",1116,NA,368.67,NA,NA,5664,1.06
"HD 285507 b",6.0881,NA,311.4734,NA,NA,4503,0.82
"HD 285507 b",6.0881,NA,291.438,NA,NA,4503,0.73
"HD 285968 b",8.776,NA,9.06,NA,NA,3543,0.48
"HD 285968 b",8.7836,NA,8.4,NA,450,NA,0.5
"HD 285968 b",8.7752,NA,9.05811,NA,NA,3703.49,0.51
"HD 28678 b",380.2,NA,490.09386,NA,NA,4972,1.53
"HD 28678 b",387.1,NA,540.3,NA,NA,5076,1.74
"HD 28678 b",387.10001,NA,810.4665,NA,NA,4722,3.16
"HD 29021 b",1362.3,NA,762.792,NA,NA,5560,0.85
"HD 29021 b",1365,NA,1420.69298,NA,NA,NA,0.86
"HD 290327 b",2443,NA,772.3269,NA,NA,5505,0.84
"HD 290327 b",2443,NA,807.25,NA,NA,5552,0.9
"HD 29399 b",892.7,NA,498.9906,NA,NA,4845,1.17
"HD 2952 b",311.6,NA,508.5,NA,NA,4844,2.54
"HD 2952 b",311.60001,NA,435.4271,NA,NA,4844,1.97
"HD 29985 b",20608.14048834,NA,1881.53397,NA,NA,NA,0.75
"HD 30177 b",1620,NA,2447.291,NA,NA,NA,0.95
"HD 30177 b",2527.83,NA,2740.33026,NA,NA,5607,1.05
"HD 30177 b",2524.4,NA,2568.0664,NA,NA,5580,0.99
"HD 30177 b",2770,NA,3006.6718,NA,NA,5556,0.93
"HD 30177 b",2770,NA,3321.2,NA,NA,5545.71,0.98
"HD 30177 b",2514.53421506,NA,2761.28875,NA,NA,NA,0.98
"HD 30177 c",12085.45185585,NA,2084.54271,NA,NA,NA,0.98
"HD 30177 c",11613,NA,2415.508,NA,NA,5580,0.99
"HD 30562 b",1157,NA,387.7526,NA,NA,5882,1.12
"HD 30562 b",1159.2,NA,436.362,NA,NA,5994,1.23
"HD 30562 b",1157,NA,410.0007,NA,NA,5861,1.22
"HD 30669 b",1684,NA,149.37,NA,NA,5400,0.92
"HD 30856 b",847,NA,491.68301,NA,NA,4895,1.17
"HD 30856 b",912,NA,670.6213,NA,NA,4971,1.65
"HD 30856 b",912,NA,572.1,NA,NA,4982,1.35
"HD 31253 b",466,NA,197.0546,NA,NA,6130,1.7
"HD 31253 b",468.7,NA,141.75147,NA,NA,6014.94,1.33
"HD 31253 b",466,NA,158.908,NA,NA,5960,1.23
"HD 31527 b",16.5535,NA,10.47,NA,NA,5898,0.96
"HD 31527 c",51.2053,NA,14.16,NA,NA,5898,0.96
"HD 31527 d",271.6737,NA,11.82,NA,NA,5898,0.96
"HD 3167 b",0.95965428,1.627,4.73,NA,1777,5300,0.85
"HD 3167 b",0.959622,1.6,NA,NA,NA,5438,NA
"HD 3167 b",0.959632,1.574,5.69,NA,1759,5286,0.88
"HD 3167 b",0.96,1.626,5.59,NA,NA,5261,0.84
"HD 3167 b",0.959665,1.624,NA,NA,NA,5366,0.89
"HD 3167 b",0.959641,1.7,5.02,1625,NA,5261,0.86
"HD 3167 b",0.959628,1.557,NA,NA,1860,5370,0.88
"HD 3167 b",0.959628,1.8,NA,NA,NA,NA,NA
"HD 3167 b",0.959624,1.7,NA,NA,1669,5528,0.94
"HD 3167 c",29.84622,2.74,8.33,NA,548,5286,0.88
"HD 3167 c",29.875221,2.3,NA,NA,NA,5438,NA
"HD 3167 c",29.8454,2.85,NA,NA,500,5370,0.88
"HD 3167 c",29.8454,3.01,9.8,16.6,NA,5261,0.86
"HD 3167 c",29.844982,2.831,NA,NA,NA,5366,0.89
"HD 3167 c",29.83832,2.86,NA,NA,531,5528,0.94
"HD 3167 c",NA,NA,NA,NA,NA,NA,NA
"HD 3167 c",29.839835,3,NA,NA,NA,NA,NA
"HD 3167 c",29.8464948,2.923,10.67,NA,565,5300,0.85
"HD 3167 d",8.4783,NA,5.03,NA,860,5300,0.85
"HD 3167 d",8.509,NA,6.9,88.9,NA,5261,0.86
"HD 3167 e",102.09,NA,9.74,NA,375,5300,0.85
"HD 32518 b",157.54,NA,966.16,NA,NA,4580,1.13
"HD 32963 b",2372,NA,222.481,NA,NA,5727,0.94
"HD 32963 b",2328,NA,230.74342,NA,NA,5706.08,0.98
"HD 330075 b",3.38773,NA,197.05,NA,990,5017,0.7
"HD 330075 b",3.38773,NA,152.5584,NA,NA,5000,0.47
"HD 331093 b",621.62,NA,476.74261,NA,NA,5544,1.03
"HD 33142 b",326.6,NA,413.2,NA,NA,5052,1.48
"HD 33142 b",326,NA,440.19455,NA,NA,4978,1.41
"HD 33142 b",330,NA,400.46379,NA,NA,5025.4,1.52
"HD 33142 b",326.60001,NA,476.745,NA,NA,5009,1.78
"HD 33142 c",810.2,NA,282.86728,NA,NA,5025.4,1.52
"HD 33142 c",834,NA,1897.4451,NA,NA,NA,1.62
"HD 33142 d",89.9,NA,63.56568,NA,NA,5025.4,1.52
"HD 332231 b",18.7121918,9.935,NA,92.06,862,6125,NA
"HD 332231 b",18.71204,NA,NA,NA,NA,6089,1.13
"HD 332231 b",18.71204,9.718,77.55052,98.09,876,6089,1.13
"HD 33283 b",18.179,NA,104.88,NA,NA,5995,1.24
"HD 33283 b",18.179,NA,117.5971,NA,NA,6108,1.47
"HD 33283 b",18.1991,NA,104.56607,NA,NA,5935,1.38
"HD 33564 b",388,NA,2892.1,NA,NA,6250,1.25
"HD 33844 b",551.40002,NA,638.8383,NA,NA,4861,1.84
"HD 33844 b",551.4,NA,622.9468,NA,NA,4861,1.78
"HD 33844 c",916,NA,556.2025,NA,NA,4861,1.78
"HD 34445 b",1049,NA,260.6206,NA,NA,5879,1.14
"HD 34445 b",1059,NA,209.13109,NA,NA,5829.49,1.11
"HD 34445 b",1049,NA,250,NA,NA,5836,1.07
"HD 34445 b",1056.7,NA,200,NA,NA,5836,1.07
"HD 34445 c",214.67,NA,53.5,NA,NA,5836,1.07
"HD 34445 d",117.87,NA,30.7,NA,NA,5836,1.07
"HD 34445 e",49.175,NA,16.8,NA,NA,5836,1.07
"HD 34445 f",676.8,NA,37.9,NA,NA,5836,1.07
"HD 34445 g",5700,NA,120.6,NA,NA,5836,1.07
"HD 35759 b",82.467,NA,1195.0408,NA,NA,6060,1.15
"HD 360 b",273.1,NA,238.37131,NA,NA,4770,1.69
"HD 3651 b",62.25,NA,72.46524,NA,NA,5221,0.8
"HD 3651 b",62.242,NA,69.98582,NA,NA,5205.95,0.89
"HD 3651 b",62.206,NA,72.1,NA,NA,5274.92,0.9
"HD 3651 b",62.197,NA,63.56,NA,NA,5274.92,0.9
"HD 3651 b",62.218,NA,72.78,NA,NA,5221,0.88
"HD 37124 b",154.378,NA,214.53525,NA,NA,NA,0.85
"HD 37124 b",NA,NA,198.318,NA,NA,NA,0.78
"HD 37124 b",154.26,NA,206.58846,NA,NA,5698.64,0.81
"HD 37124 b",153,NA,273.32,NA,NA,NA,0.91
"HD 37124 b",154.46,NA,193.87,NA,NA,NA,0.78
"HD 37124 c",887.7,NA,205.63498,NA,NA,5698.64,0.81
"HD 37124 c",885.5,NA,207.22516,NA,NA,NA,0.85
"HD 37124 c",1942,NA,320.99,NA,NA,NA,0.91
"HD 37124 c",NA,NA,182.427,NA,NA,NA,0.78
"HD 37124 c",843.6,NA,190.69,NA,NA,NA,0.78
"HD 37124 d",1862,NA,221.20968,NA,NA,NA,0.85
"HD 37124 d",NA,NA,220.883,NA,NA,NA,0.78
"HD 37124 d",2295,NA,209.76,NA,NA,NA,0.78
"HD 37124 d",1768,NA,209.44892,NA,NA,5698.64,0.81
"HD 37605 b",55.027,NA,759.58,NA,NA,5329,0.92
"HD 37605 b",55.01307,NA,890.522,NA,NA,5448,1
"HD 37605 b",55.01292,NA,854.9627,NA,NA,5329,0.94
"HD 37605 b",54.21,NA,NA,NA,NA,5329,0.92
"HD 37605 b",55.01307,NA,689.6911,NA,NA,5340,0.68
"HD 37605 b",54.23,NA,902.6372,NA,NA,5475,NA
"HD 37605 c",2720,NA,1013.8777,NA,NA,5329,0.94
"HD 37605 c",2720,NA,1069.771,NA,NA,5448,1
"HD 37605 c",2455,NA,1071.0871,NA,NA,NA,1
"HD 3765 b",1211,NA,54.98431,NA,NA,5049.8,0.85
"HD 38283 b",363.20001,NA,127.132,NA,NA,5981,1.37
"HD 38283 b",363.2,NA,108.0622,NA,NA,5998,1.08
